"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17047","User can log in with valid credentials","public","Mon Oct 20 02:30:38 UTC 2025","passed","Mon Oct 20 02:30:55 UTC 2025","Test Login Functionality","auth/login.spec.ts","",""
